BX = 000 Event : 1
BX = 001 Event : 2
0x00 0000000|0111001 0x0039
0x01 0000001|0111001 0x00B9
BX = 010 Event : 3
BX = 011 Event : 4
0x00 0001111|0001100 0x078C
0x01 0001111|0001101 0x078D
BX = 100 Event : 5
BX = 101 Event : 6
BX = 110 Event : 7
BX = 111 Event : 8
BX = 000 Event : 9
0x00 0000110|0000110 0x0306
0x01 0000111|0000110 0x0386
BX = 001 Event : 10
BX = 010 Event : 11
BX = 011 Event : 12
0x00 0000110|0000110 0x0306
0x01 0011111|0011111 0x0F9F
0x02 0101001|0101001 0x14A9
BX = 100 Event : 13
BX = 101 Event : 14
BX = 110 Event : 15
BX = 111 Event : 16
BX = 000 Event : 17
BX = 001 Event : 18
0x00 0100110|0011101 0x131D
BX = 010 Event : 19
BX = 011 Event : 20
0x00 0011101|0011000 0x0E98
BX = 100 Event : 21
BX = 101 Event : 22
BX = 110 Event : 23
BX = 111 Event : 24
BX = 000 Event : 25
0x00 0001001|0111100 0x04BC
BX = 001 Event : 26
BX = 010 Event : 27
BX = 011 Event : 28
BX = 100 Event : 29
BX = 101 Event : 30
BX = 110 Event : 31
BX = 111 Event : 32
BX = 000 Event : 33
BX = 001 Event : 34
BX = 010 Event : 35
BX = 011 Event : 36
BX = 100 Event : 37
BX = 101 Event : 38
0x00 0010100|0001011 0x0A0B
0x01 0011111|0011000 0x0F98
0x02 0100001|0011000 0x1098
0x03 0101111|0100111 0x17A7
BX = 110 Event : 39
0x00 0000001|0101100 0x00AC
BX = 111 Event : 40
BX = 000 Event : 41
BX = 001 Event : 42
BX = 010 Event : 43
BX = 011 Event : 44
BX = 100 Event : 45
BX = 101 Event : 46
BX = 110 Event : 47
BX = 111 Event : 48
BX = 000 Event : 49
BX = 001 Event : 50
BX = 010 Event : 51
BX = 011 Event : 52
BX = 100 Event : 53
0x00 0000100|0000001 0x0201
0x01 0000100|0000011 0x0203
0x02 0000101|0000001 0x0281
0x03 0000101|0000011 0x0283
0x04 0000111|0000011 0x0383
0x05 0001000|0000011 0x0403
0x06 0101100|0100101 0x1625
BX = 101 Event : 54
BX = 110 Event : 55
BX = 111 Event : 56
0x00 0010100|0010110 0x0A16
BX = 000 Event : 57
BX = 001 Event : 58
BX = 010 Event : 59
BX = 011 Event : 60
0x00 0001010|0000110 0x0506
0x01 0010001|0000110 0x0886
0x02 0110000|0110010 0x1832
BX = 100 Event : 61
BX = 101 Event : 62
BX = 110 Event : 63
BX = 111 Event : 64
BX = 000 Event : 65
BX = 001 Event : 66
BX = 010 Event : 67
0x00 0010001|0011100 0x089C
0x01 0010010|0011100 0x091C
BX = 011 Event : 68
BX = 100 Event : 69
BX = 101 Event : 70
BX = 110 Event : 71
BX = 111 Event : 72
BX = 000 Event : 73
BX = 001 Event : 74
0x00 0011110|0101100 0x0F2C
BX = 010 Event : 75
0x00 0011110|0110101 0x0F35
0x01 0011110|0110110 0x0F36
0x02 0100000|0110101 0x1035
0x03 0100000|0110110 0x1036
0x04 0101100|1001110 0x164E
BX = 011 Event : 76
0x00 0001101|0001110 0x068E
0x01 0001110|0001110 0x070E
BX = 100 Event : 77
BX = 101 Event : 78
BX = 110 Event : 79
0x00 0011111|0010111 0x0F97
BX = 111 Event : 80
BX = 000 Event : 81
BX = 001 Event : 82
BX = 010 Event : 83
BX = 011 Event : 84
BX = 100 Event : 85
BX = 101 Event : 86
BX = 110 Event : 87
BX = 111 Event : 88
BX = 000 Event : 89
BX = 001 Event : 90
0x00 0010110|0010011 0x0B13
0x01 0011001|0010011 0x0C93
0x02 0011001|0010100 0x0C94
BX = 010 Event : 91
0x00 0010101|0010110 0x0A96
BX = 011 Event : 92
0x00 0001110|0100000 0x0720
0x01 0001110|0100001 0x0721
BX = 100 Event : 93
BX = 101 Event : 94
BX = 110 Event : 95
0x00 0000001|0000100 0x0084
BX = 111 Event : 96
BX = 000 Event : 97
BX = 001 Event : 98
BX = 010 Event : 99
BX = 011 Event : 100
